Flow_Index,Simulated_IP,Predicted_Label,Actual_Label,Action,Timestamp
329,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.505650
330,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.505650
331,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.506721
332,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.506721
333,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.506721
334,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.506721
335,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.506721
336,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.506721
337,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.511008
338,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.511008
339,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.511008
340,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.511008
341,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.511008
342,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.511008
343,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.511008
344,10.0.0.5,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.511008
345,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.511008
346,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.511008
347,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.518004
348,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.519026
349,10.0.0.2,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.519026
350,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.520019
351,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.521014
352,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.522011
353,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.523019
354,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.524019
355,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.525019
356,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.525019
357,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.526259
358,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.527259
359,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.527259
360,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.528255
361,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.528255
362,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.529258
363,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.530259
364,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.530259
365,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.531258
366,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
367,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
368,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
369,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
370,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
371,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
372,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
373,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
374,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
375,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
376,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
377,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
378,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.532258
379,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
380,10.0.0.9,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.532258
381,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
382,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
383,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
384,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
385,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
386,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.532258
387,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
388,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.532258
389,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.548338
390,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.548338
391,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.549320
392,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.550561
393,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.550561
394,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.552421
395,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.552421
396,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.553047
397,10.0.0.9,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.553047
398,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.554314
399,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.554314
400,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.554314
401,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.554314
402,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.558428
403,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.559444
404,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.559947
405,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.559947
406,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.559947
407,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.562652
408,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.563669
409,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.563669
410,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.563669
411,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.563669
412,192.168.1.7,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
413,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
414,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
415,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
416,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
417,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
418,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.566889
419,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.566889
420,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.573444
421,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
422,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
423,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.573444
424,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
425,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
426,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
427,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.573444
428,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.580480
429,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.581496
430,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.582491
431,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.583495
432,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.584493
433,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.584493
434,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.585494
435,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.586494
436,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.587433
437,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.588219
438,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.589294
439,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.590284
440,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.591283
441,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.591283
442,192.168.1.7,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.592283
443,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.593283
444,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.594281
445,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.595094
446,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.595094
447,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.595094
448,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.595094
449,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.595094
450,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.595094
451,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.595094
452,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.601257
453,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.602103
454,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.602103
455,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.602103
456,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.602103
457,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.602103
458,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.602103
459,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.602103
460,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.602103
461,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.608224
462,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.609239
463,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.610239
464,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.610239
465,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.611237
466,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.612238
467,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.613237
468,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.613237
469,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.614238
470,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.615187
471,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.615872
472,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.616940
473,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.617939
474,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.617939
475,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.618938
476,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.619939
477,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.620939
478,10.0.0.7,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.620939
479,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.622507
480,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.622940
481,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.623973
482,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.624933
483,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.624933
484,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.624933
485,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.624933
486,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.624933
487,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.624933
488,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629017
489,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629683
490,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629683
491,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629683
492,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.629683
493,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.629683
494,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629683
495,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.629683
496,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.629683
497,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.636000
498,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.636000
499,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.637016
500,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.638016
501,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.639012
502,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.640018
503,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.641015
504,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.641015
505,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.642014
506,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.643010
507,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.644146
508,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.644146
509,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.645146
510,10.0.0.4,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.646146
511,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.647147
512,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.647147
513,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.648146
514,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.649147
515,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
516,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.650145
517,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
518,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
519,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
520,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.650145
521,10.0.0.4,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.650145
522,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
523,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.650145
524,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.650145
525,10.0.0.4,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.650145
526,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.650145
527,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.650145
528,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.658036
529,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.658927
530,10.0.0.4,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.658927
531,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.659355
532,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.660407
533,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.661276
534,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.662044
535,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.663104
536,10.0.0.4,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.663104
537,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.663785
538,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.664497
539,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.664497
540,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
541,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
542,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
543,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
544,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
545,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.664497
546,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.664497
547,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.670756
548,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.671776
549,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.672771
550,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.672771
551,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.673763
552,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.674772
553,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.675767
554,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.676769
555,10.0.0.4,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.676769
556,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.677769
557,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.677769
558,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.678984
559,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.679985
560,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.680657
561,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.681721
562,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.682721
563,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.682721
564,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.683721
565,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.684687
566,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.685614
567,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.685614
568,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.685614
569,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.685614
570,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.685614
571,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.685614
572,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.685614
573,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.685614
574,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.691620
575,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.692340
576,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.693206
577,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.694221
578,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.694221
579,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.695221
580,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.696219
581,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.697219
582,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.698219
583,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.698219
584,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.699510
585,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.699510
586,10.0.0.7,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.699510
587,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.699510
588,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.699510
589,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.699510
590,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.699510
591,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.699510
592,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.705497
593,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.706233
594,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.706233
595,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.706233
596,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.706233
597,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.706233
598,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.706233
599,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.706233
600,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.712443
601,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.713538
602,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.713538
603,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.714515
604,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.715519
605,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.716520
606,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.716520
607,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.717521
608,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.717521
609,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.717521
610,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.718521
611,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.719521
612,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.720335
613,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.721402
614,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.721402
615,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.722401
616,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.722401
617,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.723402
618,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.724401
619,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.725401
620,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.726244
621,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.726244
622,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.727197
623,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.728229
624,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.729041
625,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.729041
626,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.729041
627,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.729041
628,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.729041
629,192.168.1.14,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733205
630,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
631,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
632,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.733900
633,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
634,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
635,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.733900
636,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
637,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.733900
638,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.733900
639,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.740174
640,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.740174
641,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.741266
642,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.742266
643,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.743265
644,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.743265
645,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.744277
646,10.0.0.1,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.745278
647,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.746278
648,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.746278
649,10.0.0.1,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.747224
650,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.747224
651,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.748340
652,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.749344
653,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.750338
654,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.751340
655,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.751340
656,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.752340
657,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.753340
